TimeGenerated,UserPrincipalName,IPAddress,Location,Status,ResultType,ResultDescription,AppDisplayName,DeviceDetail
2025-06-29T14:35:00,tommy.walter@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-new-33"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-29T14:38:00,dylan.miller@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-lon-16"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-29T14:38:00,ethan.adams@contoso.com,66.249.64.1,"New York, USA",Success,0,Login successful,Outlook Web,Windows 10 | ethan-adams-device
2025-06-29T14:39:00,lisa.hensley@contoso.com,66.249.64.1,"New York, USA",Success,0,Login successful,Outlook Web,Windows 10 | lisa-hensley-device
2025-06-29T14:39:00,cristian.santos@contoso.com,78.137.97.10,"Dublin, IE",Success,0,Login successful,Outlook Web,Windows 10 | cristian-santos-device
2025-06-29T14:42:00,bilbo.baggins@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-dub-37"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-29T14:43:00,ryan.munoz@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-lon-4"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-29T14:45:00,michele.williams@contoso.com,86.23.123.45,"London, UK",Success,0,Login successful,Outlook Web,Windows 10 | michele-williams-device
2025-06-29T14:50:00,roger.federer@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-dub-33"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-29T14:51:00,abigail.shaffer@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-new-11"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-29T14:52:00,angie.henderson@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-new-20"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-29T14:56:00,angie.henderson@contoso.com,66.249.64.1,"New York, USA",,1,Incorrect password,Microsoft Teams,"{""DisplayName"": ""device-new-18"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Unknown""}"
2025-06-29T14:57:00,connie.lawrence@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-lon-8"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-29T14:58:00,brian.ramirez@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-dub-29"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-29T14:59:00,ryan.munoz@contoso.com,86.23.123.45,"London, UK",Success,0,Login successful,SharePoint Online,Windows 10 | ryan-munoz-device
2025-06-29T14:59:00,lisa.jackson@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-dub-7"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-29T15:00:00,carla.gray@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-new-9"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-29T15:02:00,daniel.wagner@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-lon-16"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-29T15:06:00,zendaya.coleman@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-new-16"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-29T15:10:00,beyonce.knowles@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-dub-16"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-29T15:11:00,cristian.santos@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-dub-42"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-29T15:19:00,jason.bourne@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-dub-18"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-29T15:23:00,jamie.arnold@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-new-29"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-29T15:24:00,patty.perez@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-new-9"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-29T15:25:00,noah.rhodes@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-dub-24"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-29T15:26:00,dylan.miller@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-lon-20"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-29T15:26:00,margaret.dds@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-lon-43"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-29T15:27:00,tommy.walter@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-new-21"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-29T15:33:00,jamie.arnold@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-new-14"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-29T15:37:00,cristian.santos@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-dub-14"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-29T15:44:00,lisa.jackson@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-dub-18"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-29T15:52:00,derek.zuniga@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-lon-13"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-29T15:53:00,derek.zuniga@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-lon-27"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-29T15:54:00,jamie.arnold@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-new-20"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-29T15:56:00,allison.hill@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-dub-41"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-29T15:57:00,noah.rhodes@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-dub-26"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-29T16:01:00,taylor.swift@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-dub-48"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-29T16:02:00,ethan.adams@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-new-19"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-29T16:03:00,ryan.munoz@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-lon-16"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-29T16:06:00,allison.hill@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-dub-7"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-29T16:08:00,carla.gray@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-new-31"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-29T16:08:00,michele.williams@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-lon-45"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-29T16:10:00,jason.bourne@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-dub-5"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-29T16:16:00,jason.bourne@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-dub-34"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-29T16:16:00,noah.rhodes@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-dub-16"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-29T16:16:00,margaret.dds@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-lon-4"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-29T16:17:00,connie.lawrence@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-lon-24"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-29T16:17:00,daniel.wagner@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-lon-28"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-29T16:22:00,monica.herrera@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-new-18"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-29T16:26:00,bilbo.baggins@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-dub-11"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-29T16:27:00,carla.gray@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-new-26"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-29T16:28:00,allison.hill@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-dub-17"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-29T16:31:00,bilbo.baggins@contoso.com,78.137.97.10,"Dublin, IE",Success,0,Login successful,Microsoft Teams,Windows 10 | elon-musk-device
2025-06-29T16:31:00,margaret.dds@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-lon-40"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-29T16:32:00,ryan.munoz@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-lon-4"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-29T16:37:00,patty.perez@contoso.com,66.249.64.1,"New York, USA",Success,0,Login successful,Exchange Online,Windows 10 | patty-perez-device
2025-06-29T16:37:00,patty.perez@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-new-16"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-29T16:38:00,abigail.shaffer@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-new-42"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-29T16:38:00,gabrielle.davis@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-new-37"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-29T16:39:00,taylor.swift@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-dub-35"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-29T16:41:00,dylan.miller@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-lon-10"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-29T16:44:00,dylan.miller@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-lon-18"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-29T16:44:00,margaret.dds@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-lon-2"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-29T16:45:00,holly.wood@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-dub-43"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-29T16:46:00,ethan.adams@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-new-28"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-29T16:49:00,derek.zuniga@contoso.com,86.23.123.45,"London, UK",,1,Incorrect password,Microsoft Teams,"{""DisplayName"": ""device-lon-46"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Linux"", ""Browser"": ""Chrome""}"
2025-06-29T16:50:00,gina.moore@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-lon-42"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-29T16:52:00,michele.williams@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-lon-43"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-29T16:56:00,carla.gray@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-new-21"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-29T16:56:00,daniel.wagner@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-lon-5"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-29T16:58:00,cristian.santos@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-dub-38"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-29T17:00:00,patty.perez@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-new-5"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-29T17:01:00,margaret.dds@contoso.com,86.23.123.45,"London, UK",,1,Incorrect password,Azure Portal,"{""DisplayName"": ""device-lon-11"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-29T17:06:00,jamie.arnold@contoso.com,66.249.64.1,"New York, USA",Success,0,Login successful,Microsoft Teams,Windows 10 | jamie-arnold-device
2025-06-29T18:23:00,gabrielle.davis@contoso.com,66.249.64.1,"New York, USA",,1,Incorrect password,OneDrive,"{""DisplayName"": ""device-new-25"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Unknown""}"
2025-06-29T19:03:00,roger.federer@contoso.com,78.137.97.10,"Dublin, IE",,1,Incorrect password,Azure Portal,"{""DisplayName"": ""device-dub-39"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Unknown""}"
2025-06-29T19:15:00,holly.wood@contoso.com,78.137.97.10,"Dublin, IE",,1,Incorrect password,Azure Portal,"{""DisplayName"": ""device-dub-21"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Unknown""}"
2025-06-29T22:19:00,beyonce.knowles@contoso.com,78.137.97.10,"Dublin, IE",,1,Incorrect password,SharePoint Online,"{""DisplayName"": ""device-dub-33"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Linux"", ""Browser"": ""Chrome""}"
2025-06-29T22:31:00,cristian.santos@contoso.com,78.137.97.10,"Dublin, IE",,1,Incorrect password,SharePoint Online,"{""DisplayName"": ""device-dub-28"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Unknown""}"
2025-06-29T22:45:00,angie.henderson@contoso.com,66.249.64.1,"New York, USA",,1,Incorrect password,Office 365 Exchange Online,"{""DisplayName"": ""device-new-9"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-29T23:00:00,bilbo.baggins@contoso.com,78.137.97.10,"Dublin, IE",,1,Incorrect password,Azure Portal,"{""DisplayName"": ""device-dub-15"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-29T23:15:00,daniel.wagner@contoso.com,86.23.123.45,"London, UK",,1,Incorrect password,Office 365 Exchange Online,"{""DisplayName"": ""device-lon-42"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Linux"", ""Browser"": ""Unknown""}"
2025-06-29T23:23:00,gabrielle.davis@contoso.com,66.249.64.1,"New York, USA",,1,Incorrect password,SharePoint Online,"{""DisplayName"": ""device-new-38"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-30T01:20:00,michele.williams@contoso.com,86.23.123.45,"London, UK",,1,Incorrect password,OneDrive,"{""DisplayName"": ""device-lon-49"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Unknown""}"
2025-06-30T01:43:00,margaret.dds@contoso.com,86.23.123.45,"London, UK",,1,Incorrect password,Microsoft Teams,"{""DisplayName"": ""device-lon-33"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Linux"", ""Browser"": ""Chrome""}"
2025-06-30T02:05:00,taylor.swift@contoso.com,78.137.97.10,"Dublin, IE",,1,Incorrect password,Azure Portal,"{""DisplayName"": ""device-dub-28"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Unknown""}"
2025-06-30T03:34:00,taylor.swift@contoso.com,78.137.97.10,"Dublin, IE",,1,Incorrect password,Microsoft Teams,"{""DisplayName"": ""device-dub-22"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Linux"", ""Browser"": ""Unknown""}"
2025-06-30T04:01:00,lisa.hensley@contoso.com,66.249.64.1,"New York, USA",,1,Incorrect password,SharePoint Online,"{""DisplayName"": ""device-new-21"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-30T04:12:00,bilbo.baggins@contoso.com,78.137.97.10,"Dublin, IE",,1,Incorrect password,Azure Portal,"{""DisplayName"": ""device-dub-33"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Linux"", ""Browser"": ""Unknown""}"
2025-06-30T05:54:00,carla.gray@contoso.com,66.249.64.1,"New York, USA",,1,Incorrect password,Power BI,"{""DisplayName"": ""device-new-46"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-30T06:14:00,daniel.wagner@contoso.com,86.23.123.45,"London, UK",,1,Incorrect password,Azure Portal,"{""DisplayName"": ""device-lon-32"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-30T07:34:00,dylan.miller@contoso.com,86.23.123.45,"London, UK",,1,Incorrect password,Azure Portal,"{""DisplayName"": ""device-lon-35"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Linux"", ""Browser"": ""Chrome""}"
2025-06-30T07:38:00,dylan.miller@contoso.com,86.23.123.45,"London, UK",,1,Incorrect password,SharePoint Online,"{""DisplayName"": ""device-lon-7"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Linux"", ""Browser"": ""Chrome""}"
2025-06-30T07:39:00,jamie.arnold@contoso.com,66.249.64.1,"New York, USA",,1,Incorrect password,Power BI,"{""DisplayName"": ""device-new-7"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-30T07:56:00,allison.hill@contoso.com,78.137.97.10,"Dublin, IE",,1,Incorrect password,Office 365 Exchange Online,"{""DisplayName"": ""device-dub-30"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Unknown""}"
2025-06-30T08:11:00,roger.federer@contoso.com,78.137.97.10,"Dublin, IE",Success,0,Login successful,Outlook Web,Windows 10 | roger-federer-device
2025-06-30T08:21:00,jason.bourne@contoso.com,78.137.97.10,"Dublin, IE",Success,0,Login successful,Exchange Online,Windows 10 | jason-bourne-device
2025-06-30T08:32:00,monica.herrera@contoso.com,66.249.64.1,"New York, USA",,1,Incorrect password,SharePoint Online,"{""DisplayName"": ""device-new-46"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Unknown""}"
2025-06-30T08:46:00,allison.hill@contoso.com,78.137.97.10,"Dublin, IE",Success,0,Login successful,Outlook Web,Windows 10 | allison-hill-device
2025-06-30T08:50:00,holly.wood@contoso.com,78.137.97.10,"Dublin, IE",,1,Incorrect password,Azure Portal,"{""DisplayName"": ""device-dub-31"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Linux"", ""Browser"": ""Unknown""}"
2025-06-30T08:55:00,brian.ramirez@contoso.com,78.137.97.10,"Dublin, IE",,1,Incorrect password,Azure Portal,"{""DisplayName"": ""device-dub-15"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Linux"", ""Browser"": ""Unknown""}"
2025-06-30T08:57:00,michele.williams@contoso.com,86.23.123.45,"London, UK",Success,0,Login successful,Microsoft Teams,Windows 10 | michele-williams-device
2025-06-30T09:00:00,brian.ramirez@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-dub-11"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-30T09:00:00,allison.hill@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-dub-49"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-30T09:03:00,gina.moore@contoso.com,86.23.123.45,"London, UK",Success,0,Login successful,SharePoint Online,Windows 10 | gina-moore-device
2025-06-30T09:04:00,tommy.walter@contoso.com,66.249.64.1,"New York, USA",,1,Incorrect password,Outlook Mobile,"{""DisplayName"": ""device-new-7"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Linux"", ""Browser"": ""Chrome""}"
