TimeGenerated,OperationName,InitiatedBy,TargetProperties
2025-06-23T11:17:00,UpdateDevice,ethan.adams@contoso.com (66.249.64.1),"{""DeviceId"": ""device-1688"", ""ComplianceStatus"": ""Updated""}"
2025-06-23T11:21:00,AddUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""casey.pratt@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-23T11:21:00,AddUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""kai.ellis@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-23T11:33:00,UpdateUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""taylor.rivers@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-23T11:42:00,DeleteUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""sawyer.anderson@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""noah.rhodes@contoso.com""}"
2025-06-23T12:02:00,RemoveMemberFromGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-235"", ""User"": ""reagan.bennett@contoso.com""}"
2025-06-23T12:05:00,AddUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""pat.anderson@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""gabrielle.davis@contoso.com""}"
2025-06-23T12:09:00,UpdateDevice,ethan.adams@contoso.com (66.249.64.1),"{""DeviceId"": ""device-8852"", ""ComplianceStatus"": ""Updated""}"
2025-06-23T12:12:00,DeleteUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""charlie.taylor@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""bilbo.baggins@contoso.com""}"
2025-06-23T12:12:00,UpdateDevice,ethan.adams@contoso.com (66.249.64.1),"{""DeviceId"": ""device-6511"", ""ComplianceStatus"": ""Updated""}"
2025-06-23T12:15:00,AddUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""morgan.carter@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""bilbo.baggins@contoso.com""}"
2025-06-23T12:20:00,DeleteUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""blake.upton@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-23T12:31:00,AddUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""blake.upton@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-23T12:31:00,RemoveMemberFromGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-568"", ""User"": ""alex.upton@contoso.com""}"
2025-06-23T12:39:00,UpdateUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""kai.bennett@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-23T12:50:00,AddMemberToGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-233"", ""User"": ""casey.owens@contoso.com""}"
2025-06-23T13:12:00,AddMemberToGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-765"", ""User"": ""val.johnson@contoso.com""}"
2025-06-23T13:14:00,DeleteUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""spencer.sanders@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-23T13:20:00,RemoveMemberFromRole,patty.perez@contoso.com (66.249.64.1),"{""RoleName"": ""Exchange Administrator"", ""User"": ""ethan.adams@contoso.com""}"
2025-06-23T13:33:00,AddMemberToGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-867"", ""User"": ""chris.lewis@contoso.com""}"
2025-06-23T13:36:00,AddUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""spencer.sanders@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-23T13:38:00,UpdateUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""sam.evans@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-23T13:39:00,UpdateDevice,patty.perez@contoso.com (66.249.64.1),"{""DeviceId"": ""device-4835"", ""ComplianceStatus"": ""Updated""}"
2025-06-23T13:43:00,DeleteUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""emerson.morgan@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-23T13:46:00,AddMemberToGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-675"", ""User"": ""wren.lewis@contoso.com""}"
2025-06-23T13:49:00,UpdateUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""lane.ellis@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-23T14:08:00,RemoveMemberFromRole,bilbo.baggins@contoso.com (78.137.97.10),"{""RoleName"": ""Global Administrator"", ""User"": ""noah.rhodes@contoso.com""}"
2025-06-23T14:15:00,RemoveMemberFromGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-412"", ""User"": ""zane.owens@contoso.com""}"
2025-06-23T14:22:00,DeleteUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""wren.jones@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""gabrielle.davis@contoso.com""}"
2025-06-23T14:22:00,RemoveMemberFromGroup,patty.perez@contoso.com (66.249.64.1),"{""Group"": ""group-489"", ""User"": ""dallas.evans@contoso.com""}"
2025-06-23T14:22:00,RemoveMemberFromGroup,patty.perez@contoso.com (66.249.64.1),"{""Group"": ""group-560"", ""User"": ""kai.clarke@contoso.com""}"
2025-06-23T14:27:00,RemoveMemberFromRole,gabrielle.davis@contoso.com (66.249.64.1),"{""RoleName"": ""Exchange Administrator"", ""User"": ""ethan.adams@contoso.com""}"
2025-06-23T14:39:00,UpdateDevice,noah.rhodes@contoso.com (78.137.97.10),"{""DeviceId"": ""device-7611"", ""ComplianceStatus"": ""Updated""}"
2025-06-23T14:39:00,DeleteUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""sloane.pratt@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-23T14:43:00,UpdateUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""chris.sanders@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-23T14:54:00,RemoveMemberFromGroup,patty.perez@contoso.com (66.249.64.1),"{""Group"": ""group-355"", ""User"": ""taylor.morgan@contoso.com""}"
2025-06-23T15:01:00,AddUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""zephyr.sanders@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""noah.rhodes@contoso.com""}"
2025-06-23T15:14:00,UpdateDevice,bilbo.baggins@contoso.com (78.137.97.10),"{""DeviceId"": ""device-4960"", ""ComplianceStatus"": ""Updated""}"
2025-06-23T15:33:00,AddUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""morgan.lewis@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-23T15:44:00,UpdateUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""bailey.reed@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-23T16:08:00,UpdateUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""devon.zimmer@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-23T16:10:00,AddMemberToGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-639"", ""User"": ""zephyr.young@contoso.com""}"
2025-06-23T16:22:00,AddMemberToRole,noah.rhodes@contoso.com (78.137.97.10),"{""RoleName"": ""Exchange Administrator"", ""User"": ""noah.rhodes@contoso.com""}"
2025-06-23T16:27:00,DeleteUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""cameron.wright@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""noah.rhodes@contoso.com""}"
2025-06-23T16:38:00,DeleteUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""kendall.carter@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""noah.rhodes@contoso.com""}"
2025-06-23T16:46:00,AddMemberToRole,gabrielle.davis@contoso.com (66.249.64.1),"{""RoleName"": ""Exchange Administrator"", ""User"": ""ethan.adams@contoso.com""}"
2025-06-24T09:06:00,DeleteUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""wren.wright@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-24T09:17:00,AddUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""skyler.reed@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-24T09:29:00,UpdateDevice,ethan.adams@contoso.com (66.249.64.1),"{""DeviceId"": ""device-9143"", ""ComplianceStatus"": ""Updated""}"
2025-06-24T09:36:00,DeleteUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""alex.taylor@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-24T09:38:00,RemoveMemberFromGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-939"", ""User"": ""jordan.lewis@contoso.com""}"
2025-06-24T09:43:00,AddUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""kendall.keaton@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""gabrielle.davis@contoso.com""}"
2025-06-24T09:52:00,AddMemberToGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-493"", ""User"": ""riley.vance@contoso.com""}"
2025-06-24T10:18:00,RemoveMemberFromRole,bilbo.baggins@contoso.com (78.137.97.10),"{""RoleName"": ""Security Administrator"", ""User"": ""ethan.adams@contoso.com""}"
2025-06-24T10:26:00,AddMemberToGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-934"", ""User"": ""sawyer.murray@contoso.com""}"
2025-06-24T10:47:00,AddMemberToRole,bilbo.baggins@contoso.com (78.137.97.10),"{""RoleName"": ""Security Administrator"", ""User"": ""ethan.adams@contoso.com""}"
2025-06-24T10:51:00,AddUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""marley.holland@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-24T10:53:00,DeleteUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""finley.holland@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-24T11:04:00,AddMemberToRole,noah.rhodes@contoso.com (78.137.97.10),"{""RoleName"": ""Exchange Administrator"", ""User"": ""bilbo.baggins@contoso.com""}"
2025-06-24T11:14:00,UpdateDevice,bilbo.baggins@contoso.com (78.137.97.10),"{""DeviceId"": ""device-5565"", ""ComplianceStatus"": ""Updated""}"
2025-06-24T11:18:00,RemoveMemberFromGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-884"", ""User"": ""avery.owens@contoso.com""}"
2025-06-24T11:19:00,UpdateDevice,ethan.adams@contoso.com (66.249.64.1),"{""DeviceId"": ""device-7972"", ""ComplianceStatus"": ""Updated""}"
2025-06-24T11:19:00,UpdateDevice,bilbo.baggins@contoso.com (78.137.97.10),"{""DeviceId"": ""device-1461"", ""ComplianceStatus"": ""Updated""}"
2025-06-24T11:19:00,AddMemberToGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-759"", ""User"": ""dallas.pratt@contoso.com""}"
2025-06-24T11:45:00,RemoveMemberFromGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-446"", ""User"": ""zephyr.holland@contoso.com""}"
2025-06-24T11:54:00,UpdateUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""sam.young@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-24T12:02:00,AddMemberToRole,patty.perez@contoso.com (66.249.64.1),"{""RoleName"": ""User Administrator"", ""User"": ""noah.rhodes@contoso.com""}"
2025-06-24T12:10:00,AddMemberToGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-447"", ""User"": ""teagan.wright@contoso.com""}"
2025-06-24T12:15:00,UpdateDevice,patty.perez@contoso.com (66.249.64.1),"{""DeviceId"": ""device-7863"", ""ComplianceStatus"": ""Updated""}"
2025-06-24T12:19:00,AddMemberToGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-438"", ""User"": ""kai.irving@contoso.com""}"
2025-06-24T12:19:00,AddMemberToGroup,patty.perez@contoso.com (66.249.64.1),"{""Group"": ""group-323"", ""User"": ""lane.zimmer@contoso.com""}"
2025-06-24T12:25:00,AddMemberToGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-680"", ""User"": ""devon.pratt@contoso.com""}"
2025-06-24T12:29:00,DeleteUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""zephyr.sanders@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""noah.rhodes@contoso.com""}"
2025-06-24T12:43:00,AddMemberToRole,gabrielle.davis@contoso.com (66.249.64.1),"{""RoleName"": ""User Administrator"", ""User"": ""bilbo.baggins@contoso.com""}"
2025-06-24T13:13:00,DeleteUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""hayden.doe@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-24T13:14:00,DeleteUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""parker.parker@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""noah.rhodes@contoso.com""}"
2025-06-24T13:15:00,RemoveMemberFromRole,noah.rhodes@contoso.com (78.137.97.10),"{""RoleName"": ""Exchange Administrator"", ""User"": ""bilbo.baggins@contoso.com""}"
2025-06-24T13:22:00,AddUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""hayden.rivers@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""gabrielle.davis@contoso.com""}"
2025-06-24T13:37:00,AddMemberToGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-826"", ""User"": ""charlie.young@contoso.com""}"
2025-06-24T13:39:00,RemoveMemberFromGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-534"", ""User"": ""cameron.xavier@contoso.com""}"
2025-06-24T13:50:00,UpdateDevice,ethan.adams@contoso.com (66.249.64.1),"{""DeviceId"": ""device-1471"", ""ComplianceStatus"": ""Updated""}"
2025-06-24T13:56:00,UpdateDevice,patty.perez@contoso.com (66.249.64.1),"{""DeviceId"": ""device-9865"", ""ComplianceStatus"": ""Updated""}"
2025-06-24T14:19:00,UpdateUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""kai.graham@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-24T14:20:00,RemoveMemberFromRole,patty.perez@contoso.com (66.249.64.1),"{""RoleName"": ""User Administrator"", ""User"": ""noah.rhodes@contoso.com""}"
2025-06-24T14:21:00,RemoveMemberFromGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-585"", ""User"": ""skyler.evans@contoso.com""}"
2025-06-24T14:32:00,AddUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""finley.holland@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-24T14:37:00,UpdateDevice,bilbo.baggins@contoso.com (78.137.97.10),"{""DeviceId"": ""device-6572"", ""ComplianceStatus"": ""Updated""}"
2025-06-24T14:39:00,RemoveMemberFromRole,gabrielle.davis@contoso.com (66.249.64.1),"{""RoleName"": ""User Administrator"", ""User"": ""bilbo.baggins@contoso.com""}"
2025-06-24T15:10:00,DeleteUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""marley.upton@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""gabrielle.davis@contoso.com""}"
2025-06-24T15:12:00,AddMemberToRole,ethan.adams@contoso.com (66.249.64.1),"{""RoleName"": ""User Administrator"", ""User"": ""gabrielle.davis@contoso.com""}"
2025-06-24T15:22:00,RemoveMemberFromGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-249"", ""User"": ""sloane.harris@contoso.com""}"
2025-06-24T15:26:00,RemoveMemberFromGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-691"", ""User"": ""val.walsh@contoso.com""}"
2025-06-24T15:38:00,RemoveMemberFromGroup,bilbo.baggins@contoso.com (78.137.97.10),"{""Group"": ""group-369"", ""User"": ""kendall.young@contoso.com""}"
2025-06-24T15:49:00,DeleteUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""pat.anderson@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""gabrielle.davis@contoso.com""}"
2025-06-24T15:59:00,RemoveMemberFromRole,ethan.adams@contoso.com (66.249.64.1),"{""RoleName"": ""User Administrator"", ""User"": ""gabrielle.davis@contoso.com""}"
2025-06-24T16:05:00,DeleteUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""cameron.holland@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""gabrielle.davis@contoso.com""}"
2025-06-24T16:09:00,UpdateDevice,bilbo.baggins@contoso.com (78.137.97.10),"{""DeviceId"": ""device-7325"", ""ComplianceStatus"": ""Updated""}"
2025-06-24T16:13:00,UpdateDevice,noah.rhodes@contoso.com (78.137.97.10),"{""DeviceId"": ""device-1455"", ""ComplianceStatus"": ""Updated""}"
2025-06-24T16:13:00,AddUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""marley.upton@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""gabrielle.davis@contoso.com""}"
2025-06-24T16:56:00,UpdateUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""lane.parker@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-25T09:00:00,RemoveMemberFromGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-657"", ""User"": ""drew.holland@contoso.com""}"
2025-06-25T09:04:00,RemoveMemberFromRole,noah.rhodes@contoso.com (78.137.97.10),"{""RoleName"": ""Security Administrator"", ""User"": ""patty.perez@contoso.com""}"
2025-06-25T09:06:00,RemoveMemberFromRole,ethan.adams@contoso.com (66.249.64.1),"{""RoleName"": ""Exchange Administrator"", ""User"": ""noah.rhodes@contoso.com""}"
2025-06-25T09:09:00,RemoveMemberFromGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-226"", ""User"": ""reagan.murray@contoso.com""}"
2025-06-25T09:39:00,UpdateDevice,noah.rhodes@contoso.com (78.137.97.10),"{""DeviceId"": ""device-7830"", ""ComplianceStatus"": ""Updated""}"
2025-06-25T09:45:00,UpdateDevice,gabrielle.davis@contoso.com (66.249.64.1),"{""DeviceId"": ""device-3495"", ""ComplianceStatus"": ""Updated""}"
2025-06-25T09:50:00,AddMemberToRole,gabrielle.davis@contoso.com (66.249.64.1),"{""RoleName"": ""User Administrator"", ""User"": ""gabrielle.davis@contoso.com""}"
2025-06-25T09:56:00,RemoveMemberFromGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-160"", ""User"": ""emerson.parker@contoso.com""}"
2025-06-25T09:58:00,UpdateUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""drew.nelson@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-25T10:05:00,AddUser,gabrielle.davis@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""kendall.zimmer@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""gabrielle.davis@contoso.com""}"
2025-06-25T10:27:00,UpdateDevice,ethan.adams@contoso.com (66.249.64.1),"{""DeviceId"": ""device-1214"", ""ComplianceStatus"": ""Updated""}"
2025-06-25T10:35:00,RemoveMemberFromGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-972"", ""User"": ""jamie.zimmer@contoso.com""}"
2025-06-25T10:41:00,UpdateUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""pat.irving@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-25T10:51:00,RemoveMemberFromRole,patty.perez@contoso.com (66.249.64.1),"{""RoleName"": ""Global Administrator"", ""User"": ""bilbo.baggins@contoso.com""}"
2025-06-25T10:55:00,AddMemberToRole,ethan.adams@contoso.com (66.249.64.1),"{""RoleName"": ""Exchange Administrator"", ""User"": ""noah.rhodes@contoso.com""}"
2025-06-25T11:33:00,DeleteUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""morgan.lewis@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-25T11:42:00,DeleteUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""alex.stone@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-25T11:43:00,RemoveMemberFromRole,gabrielle.davis@contoso.com (66.249.64.1),"{""RoleName"": ""User Administrator"", ""User"": ""gabrielle.davis@contoso.com""}"
2025-06-25T12:01:00,UpdateUser,bilbo.baggins@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""sloane.day@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-25T12:02:00,UpdateUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""finley.vance@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-25T12:07:00,UpdateDevice,bilbo.baggins@contoso.com (78.137.97.10),"{""DeviceId"": ""device-1028"", ""ComplianceStatus"": ""Updated""}"
2025-06-25T12:26:00,DeleteUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""val.evans@contoso.com"", ""Department"": ""Legal"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-25T12:33:00,UpdateDevice,noah.rhodes@contoso.com (78.137.97.10),"{""DeviceId"": ""device-5429"", ""ComplianceStatus"": ""Updated""}"
2025-06-25T12:47:00,RemoveMemberFromGroup,patty.perez@contoso.com (66.249.64.1),"{""Group"": ""group-925"", ""User"": ""kendall.bennett@contoso.com""}"
2025-06-25T12:48:00,UpdateUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""skyler.johnson@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-25T12:49:00,UpdateDevice,ethan.adams@contoso.com (66.249.64.1),"{""DeviceId"": ""device-1383"", ""ComplianceStatus"": ""Updated""}"
2025-06-25T13:41:00,UpdateUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""parker.jones@contoso.com"", ""UpdatedField"": ""Title"", ""OldValue"": ""Analyst"", ""NewValue"": ""Senior Analyst""}"
2025-06-25T13:48:00,UpdateDevice,ethan.adams@contoso.com (66.249.64.1),"{""DeviceId"": ""device-4112"", ""ComplianceStatus"": ""Updated""}"
2025-06-25T13:50:00,RemoveMemberFromGroup,ethan.adams@contoso.com (66.249.64.1),"{""Group"": ""group-864"", ""User"": ""dallas.young@contoso.com""}"
2025-06-25T13:59:00,AddUser,noah.rhodes@contoso.com (78.137.97.10),"{""UserPrincipalName"": ""sam.jones@contoso.com"", ""Department"": ""Marketing"", ""CreatedBy"": ""noah.rhodes@contoso.com""}"
2025-06-25T14:02:00,AddMemberToGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-826"", ""User"": ""teagan.vance@contoso.com""}"
2025-06-25T14:04:00,AddMemberToRole,patty.perez@contoso.com (66.249.64.1),"{""RoleName"": ""Global Administrator"", ""User"": ""bilbo.baggins@contoso.com""}"
2025-06-25T14:11:00,RemoveMemberFromGroup,noah.rhodes@contoso.com (78.137.97.10),"{""Group"": ""group-613"", ""User"": ""zane.doe@contoso.com""}"
2025-06-25T14:16:00,AddMemberToRole,bilbo.baggins@contoso.com (78.137.97.10),"{""RoleName"": ""Exchange Administrator"", ""User"": ""gabrielle.davis@contoso.com""}"
2025-06-25T14:17:00,RemoveMemberFromGroup,gabrielle.davis@contoso.com (66.249.64.1),"{""Group"": ""group-196"", ""User"": ""pat.young@contoso.com""}"
2025-06-25T14:25:00,UpdateDevice,bilbo.baggins@contoso.com (78.137.97.10),"{""DeviceId"": ""device-2844"", ""ComplianceStatus"": ""Updated""}"
2025-06-25T14:50:00,DeleteUser,patty.perez@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""kai.ellis@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""patty.perez@contoso.com""}"
2025-06-25T14:56:00,AddMemberToRole,noah.rhodes@contoso.com (78.137.97.10),"{""RoleName"": ""Security Administrator"", ""User"": ""patty.perez@contoso.com""}"
2025-06-25T15:08:00,DeleteUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""skyler.reed@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-25T15:09:00,RemoveMemberFromRole,bilbo.baggins@contoso.com (78.137.97.10),"{""RoleName"": ""Exchange Administrator"", ""User"": ""gabrielle.davis@contoso.com""}"
2025-06-25T15:17:00,UpdateDevice,bilbo.baggins@contoso.com (78.137.97.10),"{""DeviceId"": ""device-1151"", ""ComplianceStatus"": ""Updated""}"
2025-06-25T15:43:00,AddMemberToGroup,patty.perez@contoso.com (66.249.64.1),"{""Group"": ""group-572"", ""User"": ""zephyr.rivers@contoso.com""}"
2025-06-25T15:49:00,AddUser,ethan.adams@contoso.com (66.249.64.1),"{""UserPrincipalName"": ""zephyr.xavier@contoso.com"", ""Department"": ""Sales"", ""CreatedBy"": ""ethan.adams@contoso.com""}"
2025-06-25T16:20:00,AddMemberToGroup,patty.perez@contoso.com (66.249.64.1),"{""Group"": ""group-398"", ""User"": ""logan.smith@contoso.com""}"
2025-06-25T16:26:00,UpdateDevice,patty.perez@contoso.com (66.249.64.1),"{""DeviceId"": ""device-8648"", ""ComplianceStatus"": ""Updated""}"
